Formatted.Date,Summary,Precip.Type,Temperature..C.,Apparent.Temperature..C.,Humidity,Wind.Speed..km.h.,Wind.Bearing..degrees.,Visibility..km.,Pressure..millibars.,Daily.Summary
2006-03-23 12:00:00.000 +0100,3,1,7.366666667,3.438888889,0.71,26.5006,11,11.2056,1003.81,54
2006-03-23 13:00:00.000 +0100,3,1,7.305555556,2.888888889,0.7,32.4898,9,10.0303,1004.29,54
2006-03-23 14:00:00.000 +0100,8,1,7.872222222,3.55,0.67,33.6168,20,10.0464,1004.59,54
2006-03-23 15:00:00.000 +0100,8,1,7.844444444,3.477777778,0.62,34.1642,20,10.0464,1005.27,54
2006-03-23 16:00:00.000 +0100,3,1,7.4,3.416666667,0.59,27.2573,18,9.982,1006.02,54
2006-03-23 17:00:00.000 +0100,3,1,6.266666667,2.305555556,0.59,23.5221,20,9.982,1006.87,54
2006-03-23 18:00:00.000 +0100,2,1,5.133333333,0.711111111,0.56,24.9389,21,9.982,1008.35,54
2006-03-23 19:00:00.000 +0100,2,1,4.116666667,-0.522222222,0.56,24.2627,20,9.982,1009.57,54
2006-03-23 20:00:00.000 +0100,2,1,2.911111111,-2.044444444,0.6,24.0534,22,9.982,1010.57,54
2006-03-23 21:00:00.000 +0100,1,1,2.333333333,-2.972222222,0.62,25.7117,12,15.8263,1011.51,54
2006-03-23 22:00:00.000 +0100,2,1,1.838888889,-3.438888889,0.62,24.2466,19,14.9569,1012.4,54
2006-03-23 23:00:00.000 +0100,1,1,1.644444444,-3.805555556,0.6,25.2126,12,15.8263,1013.04,54
2006-03-24 00:00:00.000 +0100,1,1,1.061111111,-4.494444444,0.56,24.7779,10,15.8263,1013.73,49
2006-03-24 01:00:00.000 +0100,1,1,1.405555556,-2.111111111,0.78,12.1394,156,14.9569,1016.27,49
2006-03-24 02:00:00.000 +0100,6,1,0.338888889,-4.8,0.61,20.0445,0,15.8263,1014.84,49
2006-03-24 03:00:00.000 +0100,6,2,-0.211111111,-5.472222222,0.66,19.8674,9,15.8263,1015.14,49
2006-03-24 04:00:00.000 +0100,1,2,-0.394444444,-5.577777778,0.64,19.0302,357,14.9569,1015.68,49
2006-03-24 05:00:00.000 +0100,1,2,-1.277777778,-5.772222222,0.69,14.0231,349,9.982,1016.1,49
2006-03-24 06:00:00.000 +0100,1,2,-2.294444444,-6.322222222,0.8,11.0446,331,9.982,1016.8,49
2006-03-24 07:00:00.000 +0100,2,2,-1.105555556,-5.233333333,0.73,12.4936,335,9.982,1017.32,49
2006-03-24 08:00:00.000 +0100,1,1,1.183333333,-2.833333333,0.63,14.4256,13,9.982,1017.27,49
2006-03-24 09:00:00.000 +0100,1,1,2.333333333,-1.1,0.58,12.7029,22,9.982,1017.44,49
2006-03-24 10:00:00.000 +0100,1,1,3.827777778,1.45,0.52,9.2736,10,10.1752,1017.43,49
2006-03-24 11:00:00.000 +0100,1,1,5.094444444,2.994444444,0.55,9.0643,5,9.982,1017.52,49
2006-03-24 12:00:00.000 +0100,1,1,6.25,5.527777778,0.52,4.9588,49,9.982,1017.19,49
2006-03-24 13:00:00.000 +0100,1,1,7.205555556,5.855555556,0.5,7.5026,104,10.3523,1016.54,49
2006-03-24 14:00:00.000 +0100,1,1,7.894444444,5.933333333,0.56,11.0607,138,11.2056,1016,49
2006-03-24 15:00:00.000 +0100,1,1,7.938888889,5.283333333,0.61,15.778,140,11.2056,1015.87,49
2006-03-24 16:00:00.000 +0100,1,1,7.466666667,4.766666667,0.61,15.3272,149,11.3988,1015.77,49
2006-03-24 17:00:00.000 +0100,2,1,7.288888889,4.294444444,0.55,17.2592,158,11.2056,1015.56,49
2006-03-24 18:00:00.000 +0100,1,1,5.094444444,1.972222222,0.7,14.3934,149,11.2056,1016.04,49
2006-03-24 19:00:00.000 +0100,1,1,4,-0.233333333,0.8,20.447,149,11.3988,1016.11,49
2006-03-24 20:00:00.000 +0100,1,1,2.733333333,-1.344444444,0.89,16.9694,149,9.982,1016.47,49
2006-03-24 21:00:00.000 +0100,6,1,2.755555556,-1.772222222,0.82,20.2055,159,15.8263,1016.67,49
2006-03-24 22:00:00.000 +0100,6,1,2.244444444,-1.922222222,0.83,16.744,150,14.9569,1016.84,49
2006-03-24 23:00:00.000 +0100,1,1,1.688888889,-2.716666667,0.85,17.4524,150,15.8263,1016.77,49
2006-03-25 00:00:00.000 +0100,1,1,1.666666667,-2.688888889,0.85,17.1143,150,15.8263,1016.48,6
2006-03-25 01:00:00.000 +0100,2,1,5.85,4.377777778,0.8,7.1484,174,14.8442,1017.93,6
2006-03-25 02:00:00.000 +0100,1,1,1.55,-2.805555556,0.79,16.905,159,15.7297,1016.29,6
2006-03-25 03:00:00.000 +0100,1,1,0.533333333,-2.938888889,0.83,11.1251,158,15.7297,1016.17,6
2006-03-25 04:00:00.000 +0100,1,1,0.677777778,-3.444444444,0.79,14.3773,150,14.9569,1015.94,6
2006-03-25 05:00:00.000 +0100,1,1,0.994444444,-3.261111111,0.76,15.5365,158,9.982,1016.26,6
2006-03-25 06:00:00.000 +0100,1,1,0.994444444,-3.522222222,0.76,17.0821,149,9.982,1016.26,6
2006-03-25 07:00:00.000 +0100,1,1,2.2,-2.861111111,0.73,23.2323,150,10.3523,1016.42,6
2006-03-25 08:00:00.000 +0100,7,1,3.866666667,-1.355555556,0.7,29.3986,160,9.982,1016.19,6
2006-03-25 09:00:00.000 +0100,6,1,6.111111111,1.772222222,0.65,27.0641,160,9.982,0,6
2006-03-25 10:00:00.000 +0100,1,1,7.811111111,4.316666667,0.63,23.0713,170,10.3523,1016.6,6
2006-03-25 11:00:00.000 +0100,6,1,10,7.322222222,0.58,20.7368,179,9.982,0,6
2006-03-25 12:00:00.000 +0100,6,1,11.11111111,11.11111111,0.61,14.5866,189,9.982,0,6
2006-03-25 13:00:00.000 +0100,1,1,12.4,12.4,0.52,13.7333,164,10.3523,1015.47,6
2006-03-25 14:00:00.000 +0100,2,1,12.87222222,12.87222222,0.54,9.7405,178,9.982,1014.96,6
2006-03-25 15:00:00.000 +0100,2,1,13.91111111,13.91111111,0.51,10.9158,177,9.982,1014.85,6
2006-03-25 16:00:00.000 +0100,2,1,13.02777778,13.02777778,0.5,10.7065,187,10.3523,1014.89,6
2006-03-25 17:00:00.000 +0100,2,1,12.33333333,12.33333333,0.56,10.1108,179,9.982,1015.16,6
2006-03-25 18:00:00.000 +0100,2,1,11.17777778,11.17777778,0.61,9.2414,160,9.982,1015.58,6
2006-03-25 19:00:00.000 +0100,2,1,10.22777778,10.22777778,0.66,8.7745,161,9.982,1016.16,6
2006-03-25 20:00:00.000 +0100,3,1,10.02222222,10.02222222,0.66,9.5312,160,9.982,1016.69,6
2006-03-25 21:00:00.000 +0100,3,1,9.4,8.777777778,0.71,6.0536,161,15.7297,1017.1,6
2006-03-25 22:00:00.000 +0100,1,1,8.261111111,6.411111111,0.75,10.8675,172,14.8764,1017.6,6
2006-03-25 23:00:00.000 +0100,2,1,7.288888889,5.233333333,0.79,10.9319,170,15.7297,1017.81,6
2006-03-26 00:00:00.000 +0100,2,1,7.777777778,6.955555556,0.74,5.9087,184,15.6492,1018.1,7
2006-03-26 01:00:00.000 +0100,2,1,9.644444444,8.827777778,0.87,6.9874,220,14.9569,1017.4,7
2006-03-26 03:00:00.000 +0200,3,1,6.288888889,4.761111111,0.86,7.5992,205,9.8049,0,7
2006-03-26 04:00:00.000 +0200,2,1,6.238888889,5.438888889,0.86,5.1681,199,11.0446,0,7
2006-03-26 05:00:00.000 +0200,2,1,5.772222222,4.416666667,0.92,6.6654,155,14.7959,1018.43,7
2006-03-26 06:00:00.000 +0200,2,1,5.1,2.916666667,0.93,9.4507,171,11.0446,0,7
2006-03-26 07:00:00.000 +0200,1,1,5.1,3.3,0.86,7.8729,162,7.9695,0,7
2006-03-26 08:00:00.000 +0200,6,1,7.255555556,5.583333333,0.86,8.9516,191,7.5509,1018.92,7
2006-03-26 09:00:00.000 +0200,6,1,11.18888889,11.18888889,0.76,10.9963,173,9.982,0,7
2006-03-26 10:00:00.000 +0200,6,1,13.93888889,13.93888889,0.64,14.168,202,9.982,0,7
2006-03-26 11:00:00.000 +0200,1,1,15.98888889,15.98888889,0.6,16.6796,220,9.982,1019.32,7
2006-03-26 12:00:00.000 +0200,1,1,17.25,17.25,0.54,23.5865,221,11.2056,0,7
2006-03-26 13:00:00.000 +0200,1,1,17.77777778,17.77777778,0.52,14.3612,202,11.2056,0,7
2006-03-26 14:00:00.000 +0200,1,1,18.83333333,18.83333333,0.46,16.1161,223,11.3988,1017.82,7
2006-03-26 15:00:00.000 +0200,1,1,17.82777778,17.82777778,0.49,20.8012,211,11.2056,0,7
2006-03-26 16:00:00.000 +0200,6,1,18.88888889,18.88888889,0.43,20.8817,221,9.982,0,7
2006-03-26 17:00:00.000 +0200,3,1,17.82777778,17.82777778,0.45,16.583,216,11.3988,1016.17,7
2006-03-26 18:00:00.000 +0200,3,1,17.17222222,17.17222222,0.52,11.2861,243,11.27,0,7
2006-03-26 19:00:00.000 +0200,3,1,16.06111111,16.06111111,0.56,13.0893,289,11.27,0,7
2006-03-26 20:00:00.000 +0200,3,1,14.13888889,14.13888889,0.62,15.7136,298,11.0768,1016.88,7
2006-03-26 21:00:00.000 +0200,3,1,12.75,12.75,0.72,11.109,297,11.27,0,7
2006-03-26 22:00:00.000 +0200,3,1,12.25,12.25,0.8,4.8139,331,11.27,0,7
2006-03-26 23:00:00.000 +0200,3,1,11.92777778,11.92777778,0.81,6.2146,304,15.0052,1017.58,7
2006-03-27 00:00:00.000 +0200,2,1,11.22777778,11.22777778,0.85,4.0411,161,11.27,1017.5,11
2006-03-27 01:00:00.000 +0200,6,1,10.1,10.1,0.92,9.4024,195,9.982,0,11
2006-03-27 02:00:00.000 +0200,1,1,10.57222222,10.57222222,0.78,10.3523,220,14.9569,1012.66,11
2006-03-27 03:00:00.000 +0200,6,1,8.988888889,7.505555556,0.88,9.6117,242,9.9015,0,11
2006-03-27 04:00:00.000 +0200,6,1,7.25,5.816666667,0.86,7.8729,213,9.9015,0,11
2006-03-27 05:00:00.000 +0200,1,1,6.911111111,4.805555556,0.93,10.8031,222,14.7959,1017,11
2006-03-27 06:00:00.000 +0200,1,1,6.161111111,4.527777778,0.93,7.9373,184,9.7083,0,11
2006-03-27 07:00:00.000 +0200,2,1,8.888888889,7.344444444,0.83,9.8693,241,9.7083,1016.6,11
2006-03-27 08:00:00.000 +0200,2,1,10.77777778,10.77777778,0.81,3.5259,249,9.7566,1017.19,11
2006-03-27 09:00:00.000 +0200,1,1,14.86666667,14.86666667,0.67,3.1717,192,9.8049,1017.07,11
2006-03-27 10:00:00.000 +0200,1,1,17.17222222,17.17222222,0.58,9.7888,192,9.9015,1016.5,11
2006-03-27 11:00:00.000 +0200,1,1,17.68333333,17.68333333,0.59,10.8192,193,9.982,1016.51,11
2006-03-27 12:00:00.000 +0200,1,1,18.96111111,18.96111111,0.6,17.4041,211,11.2056,1015.97,11
2006-03-27 13:00:00.000 +0200,2,1,20,20,0.52,17.3558,202,11.2056,1015.34,11
2006-03-27 14:00:00.000 +0200,2,1,20.86111111,20.86111111,0.52,16.5991,208,11.3988,1014.49,11
2006-03-27 15:00:00.000 +0200,2,1,21.18333333,21.18333333,0.48,20.3504,192,9.982,1013.52,11
2006-03-27 16:00:00.000 +0200,1,1,21.15555556,21.15555556,0.42,17.5168,212,9.982,1012.66,11
2006-03-27 17:00:00.000 +0200,1,1,21.08333333,21.08333333,0.44,16.5669,194,10.3523,1012.3,11
2006-03-27 18:00:00.000 +0200,1,1,17.98333333,17.98333333,0.55,12.8478,201,9.982,1011.94,11
2006-03-27 19:00:00.000 +0200,1,1,14.25555556,14.25555556,0.7,11.1734,201,9.982,1011.57,11
2006-03-27 20:00:00.000 +0200,1,1,14.31111111,14.31111111,0.69,9.8854,199,9.982,1012.16,11
2006-03-27 21:00:00.000 +0200,1,1,12.85,12.85,0.76,10.8997,180,9.982,1012.47,11
2006-03-27 22:00:00.000 +0200,1,1,12.8,12.8,0.73,11.1251,182,15.7297,1012.39,11
2006-03-27 23:00:00.000 +0200,1,1,11.55,11.55,0.79,10.4006,184,14.8764,1012.33,11
2006-03-28 00:00:00.000 +0200,1,1,10.27777778,10.27777778,0.82,11.0768,221,15.7297,1012.28,55
2006-03-28 01:00:00.000 +0200,6,1,12.22222222,12.22222222,0.74,14.4256,230,15.7297,1012.18,55
2006-03-28 02:00:00.000 +0200,2,1,9.738888889,9.105555556,0.88,6.2951,208,14.168,1005.39,55
2006-03-28 03:00:00.000 +0200,1,1,9.605555556,7.566666667,0.85,14.007,211,15.8263,1011.38,55
2006-03-28 04:00:00.000 +0200,2,1,9.627777778,8.944444444,0.82,6.4239,209,15.8263,1011.38,55
2006-03-28 05:00:00.000 +0200,2,1,8.766666667,7.944444444,0.88,6.44,191,14.9569,1011.39,55
2006-03-28 06:00:00.000 +0200,2,1,8.905555556,7.133333333,0.83,11.2056,172,9.9015,1011.06,55
2006-03-28 07:00:00.000 +0200,2,1,9.905555556,8.355555556,0.83,11.0768,170,11.0768,1011.16,55
2006-03-28 08:00:00.000 +0200,2,1,10.97222222,10.97222222,0.81,12.6224,179,10.5938,1011.27,55
2006-03-28 09:00:00.000 +0200,2,1,12.85,12.85,0.77,15.7619,191,11.2056,1010.73,55
2006-03-28 10:00:00.000 +0200,2,1,15.09444444,15.09444444,0.71,14.6188,210,11.27,1010.52,55
2006-03-28 11:00:00.000 +0200,2,1,17.58333333,17.58333333,0.57,27.3378,211,11.4471,1010.08,55
2006-03-28 12:00:00.000 +0200,8,1,18.81666667,18.81666667,0.52,36.9817,210,11.27,1008.83,55
2006-03-28 13:00:00.000 +0200,8,1,18.86111111,18.86111111,0.52,34.4057,220,11.27,1008.05,55
2006-03-28 14:00:00.000 +0200,8,1,18.91666667,18.91666667,0.51,36.1123,222,11.4471,1007.62,55
2006-03-28 15:00:00.000 +0200,3,1,18.90555556,18.90555556,0.48,32.7957,231,11.27,1006.75,55
2006-03-28 16:00:00.000 +0200,3,1,17.95555556,17.95555556,0.51,22.4112,231,10.0464,1006.42,55
2006-03-28 17:00:00.000 +0200,2,1,18.96666667,18.96666667,0.52,21.1071,222,10.4006,1006.15,55
2006-03-28 18:00:00.000 +0200,2,1,17.96111111,17.96111111,0.59,16.2127,212,9.982,1005.41,55
2006-03-28 19:00:00.000 +0200,2,1,16.31666667,16.31666667,0.61,13.9426,184,9.982,1005.33,55
2006-03-28 20:00:00.000 +0200,1,1,14.32222222,14.32222222,0.71,9.821,167,10.3523,1005.68,55
2006-03-28 21:00:00.000 +0200,1,1,13.93888889,13.93888889,0.71,7.7441,162,9.982,1005.35,55
2006-03-28 22:00:00.000 +0200,1,1,12.27222222,12.27222222,0.76,10.8514,162,15.8263,1004.75,55
2006-03-28 23:00:00.000 +0200,1,1,12.06666667,12.06666667,0.78,3.8479,148,14.9569,1004.24,55
2006-03-29 00:00:00.000 +0200,1,1,9.522222222,9.522222222,0.88,2.6082,106,14.9086,1004.13,56
2006-03-29 01:00:00.000 +0200,1,1,7.994444444,7.994444444,0.92,4.6368,300,14.9086,1004.3,56
2006-03-29 02:00:00.000 +0200,1,1,8.55,5.894444444,0.71,17.0177,286,14.9569,1012.37,56
2006-03-29 03:00:00.000 +0200,2,1,9.494444444,8.888888889,0.89,6.0536,205,14.9086,1003.56,56
2006-03-29 04:00:00.000 +0200,2,1,12.57222222,12.57222222,0.81,10.626,300,14.7315,1002.87,56
2006-03-29 05:00:00.000 +0200,2,1,11.50555556,11.50555556,0.87,2.7853,118,14.7637,1003.47,56
2006-03-29 06:00:00.000 +0200,3,1,10.9,10.9,0.87,10.787,109,10.7709,1002.69,56
2006-03-29 07:00:00.000 +0200,1,1,10.92777778,10.92777778,0.87,1.8354,170,10.8031,1002.62,56
2006-03-29 08:00:00.000 +0200,1,1,12.02222222,12.02222222,0.87,11.3505,232,10.7226,1002.5,56
2006-03-29 09:00:00.000 +0200,2,1,9.927777778,6.583333333,0.87,28.7707,289,6.0697,1003.13,56
2006-03-29 10:00:00.000 +0200,1,1,12.45555556,12.45555556,0.73,27.0641,261,11.27,1004.88,56
2006-03-29 11:00:00.000 +0200,7,1,12.04444444,12.04444444,0.75,33.5524,261,11.4471,1004.76,56
2006-03-29 12:00:00.000 +0200,7,1,11.91666667,11.91666667,0.67,34.5184,261,11.27,1005.64,56
2006-03-29 13:00:00.000 +0200,5,1,8.861111111,4.588888889,0.72,37.8994,279,11.27,1006.05,56
2006-03-29 14:00:00.000 +0200,5,1,9.038888889,4.983333333,0.72,35.2429,278,11.2056,1007.16,56
2006-03-29 15:00:00.000 +0200,5,1,7.883333333,3.383333333,0.76,36.4665,289,11.0446,1007.86,56
2006-03-29 16:00:00.000 +0200,7,1,9.95,5.933333333,0.72,39.6865,279,11.0446,1008.18,56
2006-03-29 17:00:00.000 +0200,14,1,12.1,12.1,0.57,41.699,279,11.4471,1008.47,56
2006-03-29 18:00:00.000 +0200,14,1,11.08333333,11.08333333,0.62,43.631,280,11.27,1008.52,56
2006-03-29 19:00:00.000 +0200,7,1,11.06111111,11.06111111,0.57,36.3377,281,11.27,1009.42,56
2006-03-29 20:00:00.000 +0200,1,1,10.81666667,10.81666667,0.58,25.9693,287,11.0768,1010.63,56
2006-03-29 21:00:00.000 +0200,5,1,9.95,6.35,0.62,32.6669,281,10.0464,1011.34,56
2006-03-29 22:00:00.000 +0200,7,1,9.883333333,6.372222222,0.62,31.0247,290,15.8263,1011.94,56
2006-03-29 23:00:00.000 +0200,1,1,9.361111111,6.072222222,0.63,25.76,279,14.9569,1012.93,56
2006-03-03 00:00:00.000 +0100,1,2,-4.277777778,-8.755555556,0.95,11.2217,271,6.1985,1009.16,11
2006-03-03 01:00:00.000 +0100,1,1,2.611111111,-2.016666667,0.74,20.6885,176,14.5866,1005.71,11
2006-03-03 02:00:00.000 +0100,6,2,-6.45,-11.36111111,0.95,11.1895,261,6.2951,1010.43,11
2006-03-03 03:00:00.000 +0100,6,2,-7.027777778,-12.04444444,0.95,11.1412,269,6.2951,1010.74,11
2006-03-03 04:00:00.000 +0100,6,2,-5.988888889,-12.01111111,0.95,16.0678,278,8.4203,1011.38,11
2006-03-03 05:00:00.000 +0100,6,2,-7.161111111,-11.2,0.95,8.1949,224,9.982,1012,11
2006-03-03 06:00:00.000 +0100,4,2,-8.688888889,-8.688888889,0.92,2.2057,221,0.5152,1012.37,11
2006-03-03 07:00:00.000 +0100,6,2,-10.1,-15.05555556,0.91,9.177,170,3.6708,1012.52,11
2006-03-03 08:00:00.000 +0100,6,2,-8.483333333,-12.54444444,0.92,7.6636,164,7.1323,1013.03,11
2006-03-03 09:00:00.000 +0100,1,2,-4.711111111,-8.766666667,0.91,9.499,184,9.982,1013.02,11
2006-03-03 10:00:00.000 +0100,1,2,-2.522222222,-6.638888889,0.9,11.2378,194,9.6278,1013.23,11
2006-03-03 11:00:00.000 +0100,1,2,-2,-6.377777778,0.87,12.7351,174,9.982,1012.89,11
2006-03-03 12:00:00.000 +0100,1,1,0.216666667,-4.083333333,0.83,14.7476,180,9.982,1012.21,11
2006-03-03 13:00:00.000 +0100,1,1,2.483333333,-1.727777778,0.7,17.4202,171,9.982,1011.68,11
2006-03-03 14:00:00.000 +0100,1,1,4.005555556,-0.627777778,0.63,23.9407,162,9.982,1010.12,11
2006-03-03 15:00:00.000 +0100,2,1,5.022222222,1,0.64,20.93,171,9.982,1009.5,11
2006-03-03 16:00:00.000 +0100,2,1,4.055555556,0.388888889,0.64,16.3898,169,11.3988,1008.78,11
2006-03-03 17:00:00.000 +0100,2,1,2.916666667,-0.655555556,0.75,14.1358,142,11.2056,1008.23,11
2006-03-03 18:00:00.000 +0100,2,1,2.894444444,-0.727777778,0.81,14.3773,152,11.2056,1007.83,11
2006-03-03 19:00:00.000 +0100,2,1,3.016666667,-0.622222222,0.8,14.6671,161,11.0285,1007.89,11
2006-03-03 20:00:00.000 +0100,2,1,2.894444444,-1.005555556,0.76,16.0517,161,11.2056,1007.03,11
2006-03-03 21:00:00.000 +0100,2,1,3.866666667,-0.016666667,0.67,17.5329,171,15.8263,1006.53,11
2006-03-03 22:00:00.000 +0100,2,1,4.766666667,0.15,0.66,25.8083,198,14.9569,1006.65,11
2006-03-03 23:00:00.000 +0100,1,1,3.772222222,-1.016666667,0.71,24.7779,189,15.8263,1005.92,11
2006-03-30 00:00:00.000 +0200,2,1,9.355555556,6.105555556,0.62,25.277,289,15.8263,1013.05,1
2006-03-30 01:00:00.000 +0200,1,1,8.816666667,5.433333333,0.66,25.0999,280,15.8263,1013.63,1
2006-03-30 02:00:00.000 +0200,2,1,9.15,7.166666667,0.68,12.8639,208,14.9569,1013.63,1
2006-03-30 03:00:00.000 +0200,2,1,7.711111111,4,0.68,25.1643,280,15.8263,1014.17,1
2006-03-30 04:00:00.000 +0200,2,1,7.2,3.8,0.71,20.5275,290,15.8263,1014.56,1
2006-03-30 05:00:00.000 +0200,1,1,6.6,2.766666667,0.74,23.1679,288,14.9569,1015.11,1
2006-03-30 06:00:00.000 +0200,1,1,6.133333333,2.138888889,0.76,23.506,290,9.982,1015.46,1
2006-03-30 07:00:00.000 +0200,1,1,6.111111111,2.111111111,0.79,23.506,290,9.982,1015.97,1
2006-03-30 08:00:00.000 +0200,1,1,7.694444444,3.8,0.76,27.2734,289,9.982,1016.91,1
2006-03-30 09:00:00.000 +0200,1,1,9.972222222,6.9,0.71,25.2931,300,9.982,1017.15,1
2006-03-30 10:00:00.000 +0200,1,1,12.12777778,12.12777778,0.61,25.3897,291,11.2056,1017.74,1
2006-03-30 11:00:00.000 +0200,1,1,12.84444444,12.84444444,0.55,28.1106,292,11.3988,1017.96,1
2006-03-30 12:00:00.000 +0200,1,1,13.95555556,13.95555556,0.51,23.828,300,11.27,1017.43,1
2006-03-30 13:00:00.000 +0200,1,1,14.04444444,14.04444444,0.57,20.5919,308,11.27,1017.29,1
2006-03-30 14:00:00.000 +0200,1,1,16.09444444,16.09444444,0.38,19.5454,289,10.3523,1016.91,1
2006-03-30 15:00:00.000 +0200,1,1,17.19444444,17.19444444,0.34,15.9712,288,9.982,1015.91,1
2006-03-30 16:00:00.000 +0200,1,1,17.23888889,17.23888889,0.31,10.0464,285,9.982,1015.27,1
2006-03-30 17:00:00.000 +0200,1,1,17.08333333,17.08333333,0.32,13.1537,248,10.3523,1014.55,1
2006-03-30 18:00:00.000 +0200,2,1,16.15555556,16.15555556,0.39,16.0678,230,9.982,1014.17,1
2006-03-30 19:00:00.000 +0200,2,1,12.91666667,12.91666667,0.48,15.4721,220,9.982,1014.36,1
2006-03-30 20:00:00.000 +0200,2,1,11.50555556,11.50555556,0.56,10.7709,211,9.982,1014.58,1
2006-03-30 21:00:00.000 +0200,2,1,8.983333333,7.272222222,0.65,10.9158,200,9.982,1014.47,1
2006-03-30 22:00:00.000 +0200,2,1,9.027777778,7.288888889,0.65,11.1573,199,15.8263,1014.36,1
2006-03-30 23:00:00.000 +0200,2,1,9.261111111,7.555555556,0.7,11.2217,198,14.9569,1014.26,1
2006-03-31 00:00:00.000 +0200,2,1,10.55555556,10.55555556,0.61,14.3129,200,15.8263,1013.77,7
2006-03-31 01:00:00.000 +0200,2,1,10.11666667,10.11666667,0.65,14.168,210,15.8263,1013.56,7
2006-03-31 02:00:00.000 +0200,1,1,8.35,6.6,0.82,10.4328,262,14.9569,1015.85,7
2006-03-31 03:00:00.000 +0200,3,1,9.583333333,7.505555556,0.65,14.2646,211,15.8263,1012.86,7
2006-03-31 04:00:00.000 +0200,3,1,8.477777778,6.15,0.73,14.2324,203,15.8263,1012.28,7
2006-03-31 05:00:00.000 +0200,2,1,7.216666667,5.894444444,0.77,7.406,215,14.9569,1012.46,7
2006-03-31 06:00:00.000 +0200,2,1,6.322222222,4.672222222,0.78,8.0983,221,9.982,1012.59,7
2006-03-31 07:00:00.000 +0200,1,1,7.366666667,6.727777778,0.79,5.152,213,9.982,1012.68,7
2006-03-31 08:00:00.000 +0200,2,1,10.97777778,10.97777778,0.67,10.3523,241,9.982,1012.86,7
2006-03-31 09:00:00.000 +0200,2,1,12.24444444,12.24444444,0.61,14.329,232,10.0464,1013.07,7
2006-03-31 10:00:00.000 +0200,6,1,13.81666667,13.81666667,0.59,11.8013,249,11.27,1012.88,7
2006-03-31 11:00:00.000 +0200,3,1,13.02222222,13.02222222,0.7,14.6832,241,11.4471,1013.49,7
2006-03-31 12:00:00.000 +0200,3,1,12.33333333,12.33333333,0.79,9.0643,249,11.27,1013.55,7
2006-03-31 13:00:00.000 +0200,3,1,12.70555556,12.70555556,0.77,8.7423,249,11.27,1013.49,7
2006-03-31 14:00:00.000 +0200,6,1,12.41666667,12.41666667,0.83,15.2789,251,10.8997,1013.63,7
2006-03-31 15:00:00.000 +0200,3,1,12.2,12.2,0.86,10.1108,257,8.1949,1013.37,7
2006-03-31 16:00:00.000 +0200,3,1,11.18333333,11.18333333,0.92,21.896,222,11.2056,1013.17,7
2006-03-31 17:00:00.000 +0200,2,1,11.19444444,11.19444444,0.92,14.3612,226,10.4972,1013.23,7
2006-03-31 18:00:00.000 +0200,2,1,11.20555556,11.20555556,0.93,14.49,223,11.2056,1013.07,7
2006-03-31 19:00:00.000 +0200,2,1,11.18333333,11.18333333,0.92,11.3827,222,11.1251,1013.26,7
2006-03-31 20:00:00.000 +0200,2,1,10.26111111,10.26111111,0.92,7.9856,257,10.948,1013.82,7
2006-03-31 21:00:00.000 +0200,1,1,9.977777778,8.277777778,0.93,12.1716,260,9.9015,1014.22,7
2006-03-31 22:00:00.000 +0200,1,1,9.983333333,8.027777778,0.89,14.0231,270,15.7297,1014.93,7
2006-03-31 23:00:00.000 +0200,1,1,9.638888889,7.611111111,0.92,14.0231,251,14.9569,1015.38,7
2006-03-04 00:00:00.000 +0100,1,1,4.861111111,0.077777778,0.68,27.9013,190,15.8263,1005.03,57
2006-03-04 01:00:00.000 +0100,2,1,8.516666667,5.066666667,0.73,24.8423,197,14.6349,998.15,57
2006-03-04 02:00:00.000 +0100,1,1,4.422222222,-0.233333333,0.7,25.2609,181,15.8263,1003.6,57
2006-03-04 03:00:00.000 +0100,1,1,3.5,-0.527777778,0.76,17.9032,172,15.8263,1002.86,57
2006-03-04 04:00:00.000 +0100,2,1,4.605555556,0.083333333,0.76,24.4076,190,14.9569,1002.29,57
2006-03-04 05:00:00.000 +0100,5,1,7.105555556,2.205555556,0.65,38.7044,190,9.982,1000.79,57
2006-03-04 06:00:00.000 +0100,5,1,7.133333333,2.538888889,0.71,34.2286,191,9.982,1000.28,57
2006-03-04 07:00:00.000 +0100,5,1,6.088888889,1.011111111,0.76,36.3216,189,10.3523,1000.04,57
2006-03-04 08:00:00.000 +0100,5,1,7.338888889,2.788888889,0.7,34.5184,191,11.2056,999.84,57
2006-03-04 09:00:00.000 +0100,5,1,8.911111111,4.7,0.66,37.1749,182,11.2056,999.67,57
2006-03-04 10:00:00.000 +0100,5,1,9.944444444,6.261111111,0.66,34.0032,199,10.3523,999.94,57
2006-03-04 11:00:00.000 +0100,5,1,11.02777778,11.02777778,0.66,39.5255,212,11.27,999.64,57
2006-03-04 12:00:00.000 +0100,2,1,11.00555556,11.00555556,0.66,25.921,212,11.27,999.81,57
2006-03-04 13:00:00.000 +0100,2,1,10.11666667,10.11666667,0.74,11.8657,275,11.4471,999.98,57
2006-03-04 14:00:00.000 +0100,2,1,7.172222222,4.877777778,0.86,12.1716,358,11.1251,1000.1,57
2006-03-04 15:00:00.000 +0100,2,1,7.127777778,4.8,0.8,12.3004,8,11.1251,999.71,57
2006-03-04 16:00:00.000 +0100,2,1,6.55,4.738888889,0.85,8.9999,48,11.3183,999.85,57
